CustomerId,Surname,ChurnScore,PredictedExited,RiskGrade
15713378,Brownless,0.1032,0,Low
15697000,Mello,0.1024,0,Low
15640627,Wan,0.1019,0,Low
15645569,Mai,0.1015,0,Low
15621687,Mackay,0.1014,0,Low
15725039,McIntyre,0.1008,0,Low
15810944,Bryant,0.0992,0,Low
15671969,Pruneda,0.099,0,Low
15800845,Artemieva,0.0989,0,Low
15790379,Rowe,0.0969,0,Low
15675422,Conway,0.0958,0,Low
15591509,Milano,0.0957,0,Low
15770811,Wallace,0.0956,0,Low
15671655,Thorpe,0.0953,0,Low
15803526,Eremenko,0.0951,0,Low
15725311,Hay,0.0947,0,Low
15789548,Giordano,0.0938,0,Low
15814035,Lawrence,0.0937,0,Low
15673693,Reppert,0.0937,0,Low
15574947,Cartwright,0.0937,0,Low
15569410,Tang,0.0936,0,Low
15626900,Kung,0.0932,0,Low
15763218,Akeroyd,0.0931,0,Low
15597945,Dellucci,0.0928,0,Low
15676966,Capon,0.0923,0,Low
15750264,Pinto,0.0921,0,Low
15745621,Wertheim,0.0921,0,Low
15815660,Mazzi,0.0919,0,Low
15589257,Grant,0.0905,0,Low
15649523,Kennedy,0.0901,0,Low
15656726,Ch'ien,0.0898,0,Low
15645248,Ho,0.0893,0,Low
15750243,Genovese,0.0887,0,Low
15798888,Pisano,0.0887,0,Low
15708916,Paterson,0.0886,0,Low
15663252,Olisanugo,0.0885,0,Low
15669656,Macdonald,0.0882,0,Low
15809286,Burke,0.0878,0,Low
15713479,Ozuluonye,0.0875,0,Low
15600575,Padovano,0.0875,0,Low
15770309,McDonald,0.0872,0,Low
15764237,Manfrin,0.0866,0,Low
15641480,Sinnett,0.0866,0,Low
15792360,Clark,0.0859,0,Low
15720893,Gilbert,0.0855,0,Low
15780954,Cran,0.0853,0,Low
15771483,Arnold,0.0845,0,Low
15712825,Howells,0.0844,0,Low
15808689,Morres,0.0823,0,Low
15752838,Lucas,0.0821,0,Low
15583681,Layh,0.0819,0,Low
15735203,Seleznyov,0.0817,0,Low
15786014,Ku,0.0817,0,Low
15667521,Crawford,0.0812,0,Low
15792008,Zetticci,0.0812,0,Low
15622993,Boyd,0.0812,0,Low
15764409,Goodman,0.0811,0,Low
15594084,Anderson,0.0809,0,Low
15670753,Uvarova,0.0807,0,Low
15733876,Schneider,0.0806,0,Low
15702789,Carter,0.0803,0,Low
15770225,Padovesi,0.0796,0,Low
15589805,Benson,0.0794,0,Low
15601026,Gallagher,0.0778,0,Low
15584363,Longstaff,0.0772,0,Low
15589660,Lamble,0.0765,0,Low
15591995,Barry,0.0761,0,Low
15591577,Moran,0.0755,0,Low
15613712,Boag,0.0754,0,Low
15634262,Fantin,0.0751,0,Low
15599268,Yobachi,0.0751,0,Low
15682618,Jamieson,0.0744,0,Low
15740476,Tsao,0.0741,0,Low
15693814,Niu,0.0734,0,Low
15692926,Toscani,0.0733,0,Low
15776605,Bradley,0.0733,0,Low
15596060,Skinner,0.0711,0,Low
15808621,Mordvinova,0.0693,0,Low
15748856,Liang,0.0686,0,Low
15683195,Ubanwa,0.0683,0,Low
15655794,Hanna,0.068,0,Low
15608230,Hoelscher,0.0679,0,Low
15679531,Collins,0.0676,0,Low
15631813,Beneventi,0.0676,0,Low
15752137,McElroy,0.0673,0,Low
15696231,Chiwetelu,0.0672,0,Low
15668347,Ingram,0.0669,0,Low
15775880,McElyea,0.0669,0,Low
15570417,Chien,0.0664,0,Low
15813844,Barnes,0.0663,0,Low
15694409,Tsao,0.066,0,Low
15756901,Ch'ang,0.066,0,Low
15687752,Griffin,0.066,0,Low
15594862,Aleksandrova,0.0659,0,Low
15703119,Liang,0.0654,0,Low
15653857,Wallis,0.065,0,Low
15798666,Hughes,0.0647,0,Low
15711288,Hay,0.0646,0,Low
15704629,Wright,0.0642,0,Low
15574886,Palerma,0.0632,0,Low
15613471,Wiley,0.0632,0,Low
15704770,Pan,0.0627,0,Low
15758685,Dubinina,0.0621,0,Low
15780846,Redding,0.0617,0,Low
15623277,Ross,0.0614,0,Low
15739803,Lucciano,0.0613,0,Low
15768244,Macleod,0.0612,0,Low
15636673,Onwuatuegwu,0.0607,0,Low
15739189,Johnson,0.0607,0,Low
15776824,Rossi,0.06,0,Low
15781884,Knox,0.0596,0,Low
15641043,Scott,0.059,0,Low
15667554,Cameron,0.0588,0,Low
15662434,Zhdanova,0.0572,0,Low
15744105,Kodilinyechukwu,0.057,0,Low
15684484,White,0.0564,0,Low
15576602,Lawrence,0.0563,0,Low
15698349,Davy,0.0556,0,Low
15664521,David,0.0553,0,Low
15684999,Ch'eng,0.0552,0,Low
15604217,Williams,0.0552,0,Low
15758836,Godfrey,0.0551,0,Low
15757001,Mai,0.0531,0,Low
15697214,Korovin,0.0531,0,Low
15757521,Ricci,0.053,0,Low
15712176,Burke,0.0529,0,Low
15693904,Chiang,0.0527,0,Low
15734311,Hamilton,0.0513,0,Low
15723720,McKenzie,0.0513,0,Low
15710161,Ko,0.0509,0,Low
15727829,McIntyre,0.0505,0,Low
15666043,Mackey,0.0496,0,Low
15731327,Hale,0.0488,0,Low
15631054,Volkova,0.0472,0,Low
15726676,Marshall,0.0468,0,Low
15669516,Steele,0.0467,0,Low
15640260,Okorie,0.0462,0,Low
15679550,Chukwualuka,0.0459,0,Low
15579062,Chu,0.0455,0,Low
15659420,Foley,0.0455,0,Low
15684042,Blair,0.0449,0,Low
15636684,Kirkland,0.043,0,Low
15726358,Chiemenam,0.0429,0,Low
15589221,Kennedy,0.0425,0,Low
15584190,Esposito,0.0419,0,Low
15740900,Perrodin,0.0407,0,Low
15646615,Muir,0.0388,0,Low
15623644,Frolov,0.0388,0,Low
15665221,Nwebube,0.0386,0,Low
15574167,Fox,0.0376,0,Low
15724944,Tien,0.0365,0,Low
15803716,West,0.0361,0,Low
15655274,Bardin,0.0359,0,Low
15619280,Uspensky,0.0343,0,Low
15573318,Kung,0.0339,0,Low
15763747,Ricci,0.0338,0,Low
15635905,Moran,0.0338,0,Low
15730830,Dale,0.0334,0,Low
15811773,Hsia,0.0314,0,Low
15575024,Uwaezuoke,0.0307,0,Low
15721585,Blacklock,0.0307,0,Low
15732476,Ifeanyichukwu,0.0301,0,Low
15763431,Echezonachukwu,0.0288,0,Low
15749167,Fisk,0.0275,0,Low
15699598,Smith,0.0271,0,Low
15626578,Milne,0.0264,0,Low
15812007,Power,0.0244,0,Low
15811490,French,0.0237,0,Low
15795149,Stevens,0.0225,0,Low
15601008,Stevenson,0.0216,0,Low
15652540,Garnsey,0.021,0,Low
15779064,Chidiegwu,0.0198,0,Low
15633922,Gray,0.0192,0,Low
15641136,Davison,0.019,0,Low
15814004,Fyodorova,0.0161,0,Low
15791302,Swift,0.0147,0,Low
15738191,Maclean,0.0106,0,Low
15671590,H?,0.0059,0,Low
